Shipment_ID,Plant_ID,Shipment_Date,Mode_of_Transport,Weight_Tons,Distance_KM
SHP_03857,PLNT_01,03-06-2026,Ocean Cargo,8.07,5895.21
SHP_03858,PLNT_03,18-11-2026,Heavy Truck,14.78,159.38
SHP_03859,PLNT_02,05-01-2026,Ocean Cargo,4.18,3170.46
SHP_03860,PLNT_03,09-02-2024,Rail,9.31,687.57
SHP_03861,PLNT_03,25-04-2024,Heavy Truck,3.46,383.14
SHP_03862,PLNT_02,04-02-2024,Heavy Truck,18.04,273.69
SHP_03863,PLNT_02,17-06-2025,Heavy Truck,7.13,549.52
SHP_03864,PLNT_05,24-01-2025,Ocean Cargo,13.76,8536.28
SHP_03865,PLNT_03,26-04-2024,Ocean Cargo,21.47,8802.66
SHP_03866,PLNT_04,27-06-2026,Ocean Cargo,12.68,2175.23
SHP_03867,PLNT_04,24-09-2026,Heavy Truck,14.69,177.77
SHP_03868,PLNT_01,15-08-2024,Ocean Cargo,20.8,6728.67
SHP_03869,PLNT_05,13-09-2026,Ocean Cargo,18.76,6028.56
SHP_03870,PLNT_02,27-01-2025,Heavy Truck,3.33,430.28
SHP_03871,PLNT_05,15-06-2025,Heavy Truck,18.82,700.76
SHP_03872,PLNT_02,06-10-2026,Ocean Cargo,9.69,9688.58
SHP_03873,PLNT_02,03-04-2024,Heavy Truck,20.26,653.31
SHP_03874,PLNT_03,13-09-2024,Heavy Truck,20.02,271.97
SHP_03875,PLNT_02,12-11-2025,Air Freight,5.67,2255.97
SHP_03876,PLNT_04,07-12-2025,Ocean Cargo,15.93,4639.67
SHP_03877,PLNT_03,05-01-2026,Heavy Truck,22.04,430.12
SHP_03878,PLNT_01,24-04-2026,Rail,19.28,665.86
SHP_03879,PLNT_04,17-07-2024,Heavy Truck,21.07,330.65
SHP_03880,PLNT_04,13-07-2026,Rail,9.18,91.58
SHP_03881,PLNT_04,01-03-2024,Heavy Truck,19.5,218.05
SHP_03882,PLNT_01,02-04-2026,Air Freight,23.68,8331.11
SHP_03883,PLNT_05,14-12-2026,Heavy Truck,11.55,534.5
SHP_03884,PLNT_02,06-10-2024,Heavy Truck,20.64,720.15
SHP_03885,PLNT_02,04-09-2026,Ocean Cargo,17.33,4238.16
SHP_03886,PLNT_03,18-09-2025,Ocean Cargo,5.68,10271.35
SHP_03887,PLNT_04,18-01-2025,Heavy Truck,22.62,454.93
SHP_03888,PLNT_05,02-01-2024,Ocean Cargo,7.35,9652.74
SHP_03889,PLNT_04,12-07-2024,Rail,24.05,731.82
SHP_03890,PLNT_01,20-07-2024,Rail,2.91,741.76
SHP_03891,PLNT_05,09-06-2025,Ocean Cargo,21.94,8739.5
SHP_03892,PLNT_05,04-09-2024,Ocean Cargo,9.3,11959.07
SHP_03893,PLNT_02,06-02-2026,Heavy Truck,16.57,128.44
SHP_03894,PLNT_02,23-08-2024,Heavy Truck,18.48,232.81
SHP_03895,PLNT_03,21-01-2026,Ocean Cargo,21.78,1326.57
SHP_03896,PLNT_03,22-12-2025,Ocean Cargo,9.78,493.87
SHP_03897,PLNT_05,19-10-2026,Heavy Truck,5.65,121.97
SHP_03898,PLNT_04,23-03-2024,Heavy Truck,22.59,65.92
SHP_03899,PLNT_03,15-09-2024,Rail,23.5,335.13
SHP_03900,PLNT_03,02-04-2026,Heavy Truck,11.39,450.09
SHP_03901,PLNT_02,04-01-2025,Heavy Truck,8.69,140.41
SHP_03902,PLNT_04,05-03-2025,Rail,15.19,663.09
SHP_03903,PLNT_05,10-07-2025,Heavy Truck,23.47,233.12
SHP_03904,PLNT_01,03-02-2025,Ocean Cargo,12.06,3424.94
SHP_03905,PLNT_02,01-12-2024,Ocean Cargo,5.51,2017.57
SHP_03906,PLNT_03,23-01-2024,Heavy Truck,6.29,319.49
SHP_03907,PLNT_02,24-05-2024,Rail,18.74,480.66
SHP_03908,PLNT_01,24-09-2024,Heavy Truck,20.52,113.31
SHP_03909,PLNT_01,21-08-2024,Air Freight,3.75,7874.23
SHP_03910,PLNT_02,26-04-2025,Ocean Cargo,3.47,640.9
SHP_03911,PLNT_01,03-11-2025,Ocean Cargo,11.16,8311.37
SHP_03912,PLNT_01,16-10-2024,Heavy Truck,20.13,582.2
SHP_03913,PLNT_02,06-12-2024,Ocean Cargo,2.76,7596.23
SHP_03914,PLNT_04,01-01-2026,Ocean Cargo,2.15,1791.54
SHP_03915,PLNT_04,13-02-2024,Ocean Cargo,12.42,5133.76
SHP_03916,PLNT_01,18-11-2024,Heavy Truck,22.33,301.96
SHP_03917,PLNT_05,10-04-2026,Heavy Truck,22.12,623.81
SHP_03918,PLNT_05,04-09-2026,Ocean Cargo,20.7,5333.6
SHP_03919,PLNT_01,06-07-2025,Rail,23.02,453.35
SHP_03920,PLNT_03,20-02-2025,Air Freight,24,9141.51
SHP_03921,PLNT_03,24-05-2026,Heavy Truck,15.55,305.34
SHP_03922,PLNT_01,05-02-2026,Ocean Cargo,9.27,10209.5
SHP_03923,PLNT_03,04-09-2024,Heavy Truck,19.17,123.94
SHP_03924,PLNT_01,04-06-2025,Heavy Truck,14.27,73.58
SHP_03925,PLNT_05,21-09-2024,Ocean Cargo,23.24,410.73
SHP_03926,PLNT_04,13-01-2025,Air Freight,14.59,8033.95
SHP_03927,PLNT_03,20-04-2026,Heavy Truck,14.53,93.62
SHP_03928,PLNT_03,17-06-2024,Ocean Cargo,16.78,8526.09
SHP_03929,PLNT_01,09-06-2024,Ocean Cargo,22.34,4211.6
SHP_03930,PLNT_02,21-12-2025,Heavy Truck,13.27,202.5
SHP_03931,PLNT_04,22-01-2024,Ocean Cargo,23.53,9419.96
SHP_03932,PLNT_04,25-03-2024,Heavy Truck,23.52,446.49
SHP_03933,PLNT_01,24-01-2025,Ocean Cargo,24.16,1977.96
SHP_03934,PLNT_03,12-10-2026,Ocean Cargo,13.14,9196.33
SHP_03935,PLNT_03,21-08-2026,Ocean Cargo,21.44,6629.58
SHP_03936,PLNT_02,14-08-2026,Ocean Cargo,3.91,11668.58
SHP_03937,PLNT_02,22-10-2024,Heavy Truck,6.19,627.37
SHP_03938,PLNT_02,19-03-2025,Heavy Truck,13.55,113.52
SHP_03939,PLNT_05,14-02-2024,Heavy Truck,17.54,617.43
SHP_03940,PLNT_05,06-02-2025,Heavy Truck,7.62,429.64
SHP_03941,PLNT_01,13-08-2026,Heavy Truck,23.16,463.89
SHP_03942,PLNT_03,21-03-2025,Heavy Truck,18.35,688.69
SHP_03943,PLNT_04,09-09-2025,Heavy Truck,14.09,326.82
SHP_03944,PLNT_04,23-03-2025,Air Freight,14.96,3355.06
SHP_03945,PLNT_01,07-01-2024,Rail,8.21,628.63
SHP_03946,PLNT_05,10-09-2024,Ocean Cargo,24.9,11846.96
SHP_03947,PLNT_05,16-04-2025,Heavy Truck,8.21,639.54
SHP_03948,PLNT_04,02-05-2024,Ocean Cargo,9.45,3440.64
SHP_03949,PLNT_01,02-06-2025,Heavy Truck,13.78,429.85
SHP_03950,PLNT_05,09-02-2024,Ocean Cargo,10.5,6469.93
SHP_03951,PLNT_04,26-03-2026,Ocean Cargo,24.87,1120.49
SHP_03952,PLNT_03,13-07-2026,Ocean Cargo,12.65,10692.35
SHP_03953,PLNT_03,15-04-2025,Heavy Truck,6.53,572.35
SHP_03954,PLNT_02,17-12-2026,Ocean Cargo,20.06,3052.25
SHP_03955,PLNT_01,10-05-2025,Ocean Cargo,11.22,10681.88
SHP_03956,PLNT_04,25-02-2024,Ocean Cargo,5.2,1497.54
SHP_03957,PLNT_04,14-03-2025,Air Freight,4.92,1356.73
SHP_03958,PLNT_05,05-02-2024,Heavy Truck,8.05,262.14
SHP_03959,PLNT_02,03-01-2024,Rail,6.45,754.17
SHP_03960,PLNT_03,09-08-2024,Heavy Truck,20.83,255.67
SHP_03961,PLNT_03,23-09-2024,Ocean Cargo,1.92,10685.05
SHP_03962,PLNT_02,24-12-2024,Ocean Cargo,22.35,5234.34
SHP_03963,PLNT_04,19-08-2026,Rail,24.43,566.41
SHP_03964,PLNT_02,07-10-2026,Heavy Truck,4.08,339.3
SHP_03965,PLNT_04,22-03-2024,Air Freight,7.39,3282.83
SHP_03966,PLNT_01,17-02-2026,Heavy Truck,23.61,167.14
SHP_03967,PLNT_05,26-09-2024,Ocean Cargo,24.5,11543.8
SHP_03968,PLNT_04,19-08-2026,Heavy Truck,7.58,627.22
SHP_03969,PLNT_01,18-11-2026,Heavy Truck,7.38,517.68
SHP_03970,PLNT_02,07-04-2025,Ocean Cargo,15.24,4372.58
SHP_03971,PLNT_04,26-05-2026,Heavy Truck,19.51,535.64
SHP_03972,PLNT_02,02-08-2025,Heavy Truck,20.13,754.39
SHP_03973,PLNT_03,03-05-2024,Rail,10.64,773.21
SHP_03974,PLNT_02,03-04-2024,Ocean Cargo,18.74,10641.21
SHP_03975,PLNT_05,08-12-2026,Ocean Cargo,3.94,6695.99
SHP_03976,PLNT_05,18-12-2026,Ocean Cargo,21.95,655.66
SHP_03977,PLNT_01,11-02-2024,Heavy Truck,19.65,705.45
SHP_03978,PLNT_05,17-07-2024,Heavy Truck,3.79,623.73
SHP_03979,PLNT_05,22-01-2024,Heavy Truck,15.52,282.49
SHP_03980,PLNT_01,15-05-2024,Heavy Truck,20.22,282.54
SHP_03981,PLNT_04,05-01-2024,Heavy Truck,7.73,340.17
SHP_03982,PLNT_01,03-04-2026,Heavy Truck,5.77,122.72
SHP_03983,PLNT_02,08-03-2026,Rail,23.74,238.1
SHP_03984,PLNT_05,14-11-2026,Heavy Truck,10.62,213.97
SHP_03985,PLNT_02,24-04-2024,Heavy Truck,24.55,328.37
SHP_03986,PLNT_01,05-01-2026,Heavy Truck,23.46,228.99
SHP_03987,PLNT_02,19-08-2024,Rail,13.95,378.64
SHP_03988,PLNT_01,26-12-2024,Heavy Truck,6.68,365.75
SHP_03989,PLNT_02,26-02-2025,Ocean Cargo,24.07,3428.24
SHP_03990,PLNT_04,26-08-2026,Heavy Truck,12.33,473.59
SHP_03991,PLNT_04,20-01-2025,Heavy Truck,5.4,101.78
SHP_03992,PLNT_03,17-12-2024,Heavy Truck,6.01,506.26
SHP_03993,PLNT_05,18-03-2026,Heavy Truck,12.33,395.68
SHP_03994,PLNT_04,26-10-2026,Ocean Cargo,14.65,10923.09
SHP_03995,PLNT_02,13-03-2024,Heavy Truck,10.11,381.33
SHP_03996,PLNT_03,23-12-2025,Heavy Truck,7.45,242.78
SHP_03997,PLNT_01,22-10-2024,Ocean Cargo,18.8,4194.04
SHP_03998,PLNT_03,18-03-2025,Rail,18.04,561.55
SHP_03999,PLNT_02,22-09-2024,Heavy Truck,16.83,312.05
SHP_04000,PLNT_02,08-03-2025,Rail,16.55,180.48
SHP_04001,PLNT_04,27-06-2024,Heavy Truck,22.94,506.92
SHP_04002,PLNT_01,14-06-2025,Ocean Cargo,5.73,1301.44
SHP_04003,PLNT_05,22-01-2025,Heavy Truck,8.43,197.13
SHP_04004,PLNT_05,24-11-2025,Heavy Truck,4.29,106.31
SHP_04005,PLNT_04,06-12-2024,Rail,3.13,520.64
SHP_04006,PLNT_03,10-07-2026,Air Freight,4.79,886.72
SHP_04007,PLNT_04,08-07-2024,Heavy Truck,6.31,232.34
SHP_04008,PLNT_04,08-10-2025,Heavy Truck,15.38,341.51
SHP_04009,PLNT_03,03-03-2026,Heavy Truck,3.27,429.75
SHP_04010,PLNT_05,26-08-2024,Ocean Cargo,9.45,2738.4
SHP_04011,PLNT_04,11-10-2024,Heavy Truck,8.81,704.04
SHP_04012,PLNT_05,10-03-2026,Ocean Cargo,17.78,4241.33
SHP_04013,PLNT_05,16-09-2026,Rail,20.74,539.53
SHP_04014,PLNT_02,09-12-2024,Heavy Truck,12.28,514.15
SHP_04015,PLNT_01,08-09-2024,Heavy Truck,7.82,223.43
SHP_04016,PLNT_03,25-01-2025,Ocean Cargo,2.02,2135.84
SHP_04017,PLNT_02,17-11-2024,Ocean Cargo,5.22,3048.54
SHP_04018,PLNT_04,20-04-2026,Ocean Cargo,3.9,7080.34
SHP_04019,PLNT_04,06-04-2025,Heavy Truck,18.97,85.98
SHP_04020,PLNT_05,14-06-2024,Ocean Cargo,14.38,4777.26
SHP_04021,PLNT_04,25-06-2026,Heavy Truck,9.1,62.24
SHP_04022,PLNT_03,19-08-2024,Ocean Cargo,22.25,3180.25
SHP_04023,PLNT_05,02-08-2025,Ocean Cargo,3.56,5937.83
SHP_04024,PLNT_01,15-12-2026,Heavy Truck,12.66,594.74
SHP_04025,PLNT_03,22-12-2025,Air Freight,5.29,3311.13
SHP_04026,PLNT_02,24-08-2024,Heavy Truck,4.53,303.32
SHP_04027,PLNT_01,27-10-2026,Rail,18.09,781.47
SHP_04028,PLNT_02,13-10-2025,Rail,18.48,785.62
SHP_04029,PLNT_04,07-08-2025,Ocean Cargo,9.77,11651.58
SHP_04030,PLNT_04,20-02-2024,Ocean Cargo,18.13,2160.86
SHP_04031,PLNT_04,15-05-2024,Heavy Truck,11,648.96
SHP_04032,PLNT_05,25-12-2024,Heavy Truck,3.95,198.7
SHP_04033,PLNT_05,18-12-2024,Heavy Truck,16.58,102.74
SHP_04034,PLNT_01,26-07-2025,Heavy Truck,6.66,405.9
SHP_04035,PLNT_05,06-02-2025,Heavy Truck,11.45,688.11
SHP_04036,PLNT_03,09-11-2024,Heavy Truck,20.12,281.19
SHP_04037,PLNT_01,04-06-2024,Heavy Truck,7.8,323.19
SHP_04038,PLNT_01,15-07-2024,Rail,2.06,629.27
SHP_04039,PLNT_01,15-12-2024,Heavy Truck,6.24,639.5
SHP_04040,PLNT_03,05-12-2024,Heavy Truck,4.04,550.07
SHP_04041,PLNT_04,12-01-2024,Ocean Cargo,24.04,8606.49
SHP_04042,PLNT_05,05-07-2025,Ocean Cargo,11.16,10927.72
SHP_04043,PLNT_03,01-05-2024,Heavy Truck,4.49,180.07
SHP_04044,PLNT_03,07-01-2026,Ocean Cargo,3.14,4705.02
SHP_04045,PLNT_01,24-02-2026,Heavy Truck,16.82,81.92
SHP_04046,PLNT_04,02-09-2026,Ocean Cargo,12.51,1795.64
SHP_04047,PLNT_02,19-08-2025,Heavy Truck,10.82,403.32
SHP_04048,PLNT_04,12-06-2026,Ocean Cargo,13.41,4819.78
SHP_04049,PLNT_05,11-12-2024,Ocean Cargo,9.05,568.74
SHP_04050,PLNT_01,23-10-2025,Air Freight,4.71,10251.15
SHP_04051,PLNT_01,21-02-2024,Heavy Truck,23.6,501.44
SHP_04052,PLNT_05,23-07-2024,Heavy Truck,17.74,770.27
SHP_04053,PLNT_02,04-07-2025,Ocean Cargo,20.73,7470.46
SHP_04054,PLNT_02,13-07-2025,Rail,22.49,226.63
SHP_04055,PLNT_04,04-10-2026,Ocean Cargo,18.72,3583.03
SHP_04056,PLNT_04,13-05-2024,Ocean Cargo,23.85,1883.43
SHP_04057,PLNT_04,16-08-2026,Air Freight,13.55,7308.61
SHP_04058,PLNT_01,13-08-2026,Heavy Truck,23.82,549.69
SHP_04059,PLNT_03,10-02-2024,Heavy Truck,4.43,281.16
SHP_04060,PLNT_01,05-04-2025,Ocean Cargo,3.79,1741.53
SHP_04061,PLNT_05,15-03-2024,Air Freight,9.81,8777.42
SHP_04062,PLNT_04,06-08-2025,Ocean Cargo,18.82,4917.74
SHP_04063,PLNT_04,01-11-2025,Air Freight,19.43,3349.86
SHP_04064,PLNT_04,22-04-2026,Rail,13.62,599.09
SHP_04065,PLNT_05,07-03-2024,Air Freight,12.52,11076.82
SHP_04066,PLNT_02,12-10-2025,Ocean Cargo,19.45,8576.87
SHP_04067,PLNT_01,04-10-2024,Heavy Truck,4.47,384.22
SHP_04068,PLNT_02,27-06-2024,Ocean Cargo,4.65,7234.48
SHP_04069,PLNT_03,23-09-2024,Ocean Cargo,10.02,6064.35
SHP_04070,PLNT_04,20-02-2024,Rail,7.82,609.05
SHP_04071,PLNT_02,14-09-2025,Rail,12.07,526.12
SHP_04072,PLNT_05,08-05-2026,Ocean Cargo,8.51,6926.01
SHP_04073,PLNT_02,24-08-2025,Heavy Truck,16.67,340.77
SHP_04074,PLNT_01,23-01-2024,Heavy Truck,8.68,692.94
SHP_04075,PLNT_03,20-10-2025,Heavy Truck,20.35,791.29
SHP_04076,PLNT_01,24-07-2024,Heavy Truck,22.23,157.12
SHP_04077,PLNT_01,10-07-2026,Ocean Cargo,10.67,181.18
SHP_04078,PLNT_04,26-03-2025,Rail,21.23,257.66
SHP_04079,PLNT_03,10-10-2025,Ocean Cargo,24.37,5795.97
SHP_04080,PLNT_01,07-03-2025,Heavy Truck,21.5,685.3
SHP_04081,PLNT_04,15-07-2026,Heavy Truck,23.63,370.52
SHP_04082,PLNT_04,24-06-2026,Heavy Truck,11.48,444.56
SHP_04083,PLNT_04,06-11-2025,Rail,18.5,681.35
SHP_04084,PLNT_01,08-09-2025,Ocean Cargo,8.17,9075.6
SHP_04085,PLNT_03,06-02-2025,Heavy Truck,13.7,789.43
SHP_04086,PLNT_01,11-02-2024,Heavy Truck,14.94,699.6
SHP_04087,PLNT_01,14-04-2024,Heavy Truck,10.75,696.55
SHP_04088,PLNT_04,17-01-2024,Heavy Truck,4.33,536.72
SHP_04089,PLNT_02,02-03-2025,Ocean Cargo,12.23,5278.98
SHP_04090,PLNT_01,09-04-2026,Rail,19.46,302.59
SHP_04091,PLNT_05,21-02-2025,Ocean Cargo,1.88,1864.95
SHP_04092,PLNT_03,03-10-2024,Heavy Truck,12.75,78.74
SHP_04093,PLNT_04,23-01-2024,Heavy Truck,14.7,291.55
SHP_04094,PLNT_05,16-05-2024,Heavy Truck,21.65,517.5
SHP_04095,PLNT_03,19-10-2024,Air Freight,8.86,10818.57
SHP_04096,PLNT_02,12-09-2024,Ocean Cargo,10.27,7279.04
SHP_04097,PLNT_01,04-02-2024,Heavy Truck,10.14,421.7
SHP_04098,PLNT_05,27-01-2024,Ocean Cargo,19.43,6292.27
SHP_04099,PLNT_05,22-05-2026,Heavy Truck,1.53,446.64
SHP_04100,PLNT_05,07-06-2026,Ocean Cargo,21.59,8449.55
SHP_04101,PLNT_03,20-04-2024,Heavy Truck,2.66,198.77
SHP_04102,PLNT_01,08-03-2026,Ocean Cargo,17.53,125.41
SHP_04103,PLNT_01,01-07-2026,Ocean Cargo,3.49,2425.32
SHP_04104,PLNT_04,24-05-2024,Heavy Truck,24.54,769.01
SHP_04105,PLNT_04,26-08-2026,Rail,21.33,489.24
SHP_04106,PLNT_01,01-04-2026,Heavy Truck,19.76,493.35
SHP_04107,PLNT_05,23-05-2025,Ocean Cargo,8.2,746.67
SHP_04108,PLNT_05,23-11-2025,Ocean Cargo,19.61,10355.38
SHP_04109,PLNT_05,05-12-2024,Rail,7.51,482.18
SHP_04110,PLNT_01,17-03-2025,Heavy Truck,16.7,219.98
SHP_04111,PLNT_04,20-08-2024,Heavy Truck,16.85,196.2
SHP_04112,PLNT_02,03-10-2026,Air Freight,22.57,11867.71
SHP_04113,PLNT_04,01-10-2024,Ocean Cargo,7.51,7140.8
SHP_04114,PLNT_05,01-08-2026,Heavy Truck,9.14,392
SHP_04115,PLNT_02,02-09-2024,Heavy Truck,16.82,554.19
SHP_04116,PLNT_03,13-06-2025,Heavy Truck,12.15,360.73
SHP_04117,PLNT_05,08-06-2026,Heavy Truck,19.87,142.34
SHP_04118,PLNT_03,10-01-2024,Heavy Truck,9.52,768.06
SHP_04119,PLNT_02,04-06-2025,Ocean Cargo,24.96,8498.46
SHP_04120,PLNT_01,12-12-2024,Air Freight,10.58,11602.95
SHP_04121,PLNT_01,25-04-2026,Ocean Cargo,2.7,4286.44
SHP_04122,PLNT_03,20-06-2026,Heavy Truck,23.3,544.8
SHP_04123,PLNT_03,07-01-2026,Heavy Truck,18.37,227.59
SHP_04124,PLNT_01,13-01-2026,Rail,14.18,724.56
SHP_04125,PLNT_04,18-11-2024,Air Freight,21.53,2569.61
SHP_04126,PLNT_04,16-10-2026,Ocean Cargo,17.06,3084.15
SHP_04127,PLNT_03,05-07-2024,Rail,16.06,147.9
SHP_04128,PLNT_04,23-11-2025,Ocean Cargo,7.63,3305.8
SHP_04129,PLNT_02,01-04-2025,Ocean Cargo,23.37,367.94
SHP_04130,PLNT_05,22-03-2026,Heavy Truck,23.39,729.63
SHP_04131,PLNT_02,22-10-2025,Heavy Truck,4.04,400.29
SHP_04132,PLNT_04,06-12-2024,Ocean Cargo,24.7,6626.06
SHP_04133,PLNT_02,12-12-2025,Ocean Cargo,21.16,2435.34
SHP_04134,PLNT_04,01-01-2025,Ocean Cargo,3.56,9549.25
SHP_04135,PLNT_03,13-08-2024,Ocean Cargo,14.77,11424.59
SHP_04136,PLNT_02,05-03-2026,Ocean Cargo,4,6252.59
SHP_04137,PLNT_01,04-05-2026,Ocean Cargo,13.68,3222.82
SHP_04138,PLNT_03,15-02-2025,Heavy Truck,19.28,760.68
SHP_04139,PLNT_04,01-03-2026,Ocean Cargo,2.18,8570.89
SHP_04140,PLNT_03,05-12-2026,Rail,22.56,455.33
SHP_04141,PLNT_02,04-09-2025,Heavy Truck,12.25,686.9
SHP_04142,PLNT_02,19-05-2025,Ocean Cargo,9.79,4629.05
SHP_04143,PLNT_01,10-03-2025,Ocean Cargo,8.63,5930.3
SHP_04144,PLNT_05,13-05-2025,Rail,11.33,295.07
SHP_04145,PLNT_05,21-07-2025,Heavy Truck,5.6,197.69
SHP_04146,PLNT_02,16-02-2026,Air Freight,13.63,4049.61
SHP_04147,PLNT_01,11-12-2025,Heavy Truck,10.73,199.69
SHP_04148,PLNT_04,14-12-2025,Air Freight,20.34,2219.74
SHP_04149,PLNT_04,23-06-2026,Ocean Cargo,12.33,10561.41
SHP_04150,PLNT_04,18-06-2026,Heavy Truck,7.37,649.54
SHP_04151,PLNT_01,13-11-2026,Air Freight,14.84,2125.63
SHP_04152,PLNT_05,21-05-2024,Ocean Cargo,14.21,4468.13
SHP_04153,PLNT_03,26-10-2024,Rail,23.78,774.13
SHP_04154,PLNT_04,10-09-2024,Heavy Truck,18.38,656.86
SHP_04155,PLNT_03,13-11-2026,Heavy Truck,4.01,703.09
SHP_04156,PLNT_01,19-12-2024,Rail,20.16,72.03
SHP_04157,PLNT_01,04-02-2024,Air Freight,3.91,2404.31
SHP_04158,PLNT_05,19-05-2026,Heavy Truck,19.62,410.91
SHP_04159,PLNT_03,11-01-2025,Ocean Cargo,22.78,11816.31
SHP_04160,PLNT_01,10-01-2025,Heavy Truck,15.12,246.48
SHP_04161,PLNT_03,18-09-2025,Heavy Truck,3.4,405.65
SHP_04162,PLNT_03,10-11-2025,Heavy Truck,13.21,441.21
SHP_04163,PLNT_03,01-11-2025,Ocean Cargo,3.87,5498.29
SHP_04164,PLNT_05,27-08-2025,Heavy Truck,7.86,194.86
SHP_04165,PLNT_01,12-02-2026,Heavy Truck,11.57,558.11
SHP_04166,PLNT_02,25-12-2026,Air Freight,11.75,1513.12
SHP_04167,PLNT_01,27-01-2026,Heavy Truck,9,698.86
SHP_04168,PLNT_04,24-10-2026,Heavy Truck,10.06,783.53
SHP_04169,PLNT_02,20-11-2024,Heavy Truck,15.73,579.59
SHP_04170,PLNT_04,09-10-2024,Ocean Cargo,4.59,9082.81
SHP_04171,PLNT_05,25-05-2025,Ocean Cargo,23.91,6398.18
SHP_04172,PLNT_01,04-08-2024,Heavy Truck,2.64,752.22
SHP_04173,PLNT_04,18-01-2024,Air Freight,22,9568.17
SHP_04174,PLNT_02,01-02-2025,Heavy Truck,7.68,543.64
SHP_04175,PLNT_04,27-12-2024,Heavy Truck,22.95,500.81
SHP_04176,PLNT_02,18-04-2025,Heavy Truck,7.49,132.62
SHP_04177,PLNT_01,15-02-2026,Heavy Truck,20.46,53.16
SHP_04178,PLNT_04,25-02-2024,Heavy Truck,20.12,619.52
SHP_04179,PLNT_01,20-11-2024,Ocean Cargo,7.46,652.82
SHP_04180,PLNT_04,27-08-2026,Ocean Cargo,17.59,3509.39
SHP_04181,PLNT_05,18-02-2026,Ocean Cargo,20.78,3265.33
SHP_04182,PLNT_04,21-04-2025,Rail,23.34,462.53
SHP_04183,PLNT_01,05-10-2024,Heavy Truck,6.89,771.67
SHP_04184,PLNT_03,13-06-2026,Ocean Cargo,1.92,10418.96
SHP_04185,PLNT_04,26-11-2024,Ocean Cargo,16.33,8143.36
SHP_04186,PLNT_02,24-01-2025,Ocean Cargo,24.78,11431.7
SHP_04187,PLNT_01,13-01-2025,Heavy Truck,3.06,766.87
SHP_04188,PLNT_03,02-04-2026,Heavy Truck,15.67,348.73
SHP_04189,PLNT_01,02-03-2024,Ocean Cargo,17.09,5317.34
SHP_04190,PLNT_04,14-08-2026,Heavy Truck,11.15,627.06
SHP_04191,PLNT_05,01-01-2026,Ocean Cargo,18.07,10601.37
SHP_04192,PLNT_03,23-07-2025,Heavy Truck,5.84,673.46
SHP_04193,PLNT_01,03-08-2026,Heavy Truck,23.47,142.25
SHP_04194,PLNT_02,19-08-2025,Ocean Cargo,19.6,6470.47
SHP_04195,PLNT_01,14-08-2026,Heavy Truck,14.31,250.87
SHP_04196,PLNT_01,23-07-2024,Heavy Truck,9.69,640.02
SHP_04197,PLNT_04,10-10-2025,Ocean Cargo,24.01,9946.39
SHP_04198,PLNT_02,09-09-2026,Rail,13.87,261.85
SHP_04199,PLNT_05,16-06-2025,Ocean Cargo,20.77,3556.07
SHP_04200,PLNT_05,22-03-2024,Heavy Truck,15.56,766.26
SHP_04201,PLNT_02,11-02-2025,Ocean Cargo,9.96,1901.56
SHP_04202,PLNT_04,20-09-2025,Heavy Truck,3.13,337.34
SHP_04203,PLNT_05,02-08-2024,Heavy Truck,12.92,459.66
SHP_04204,PLNT_01,11-05-2026,Air Freight,3.72,11939.81
SHP_04205,PLNT_02,24-03-2025,Ocean Cargo,24.66,5803.31
SHP_04206,PLNT_01,04-10-2024,Heavy Truck,14.01,240.11
SHP_04207,PLNT_03,13-03-2024,Heavy Truck,24.77,712.82
SHP_04208,PLNT_05,09-01-2026,Heavy Truck,18.37,388.93
SHP_04209,PLNT_03,24-07-2025,Rail,5.8,284.66
SHP_04210,PLNT_02,20-02-2025,Heavy Truck,13.95,270.71
SHP_04211,PLNT_02,26-10-2024,Heavy Truck,3.98,418.93
SHP_04212,PLNT_02,06-12-2026,Ocean Cargo,20.6,4416.52
SHP_04213,PLNT_01,04-07-2024,Ocean Cargo,3.76,8599.14
SHP_04214,PLNT_02,10-07-2024,Heavy Truck,16.43,190.42
SHP_04215,PLNT_02,01-05-2026,Ocean Cargo,19,383.92
SHP_04216,PLNT_02,27-10-2025,Ocean Cargo,13.22,5498.47
SHP_04217,PLNT_05,26-02-2026,Rail,10.94,231.03
SHP_04218,PLNT_05,10-09-2024,Heavy Truck,5.18,341.1
SHP_04219,PLNT_05,10-01-2024,Heavy Truck,21.13,342.93
SHP_04220,PLNT_03,18-04-2025,Heavy Truck,4.6,617.25
SHP_04221,PLNT_04,02-03-2024,Ocean Cargo,20.6,11451.06
SHP_04222,PLNT_04,17-07-2025,Ocean Cargo,1.89,1008.03
SHP_04223,PLNT_01,18-11-2026,Ocean Cargo,9.35,8901.98
SHP_04224,PLNT_03,21-09-2026,Rail,14.36,713.29
SHP_04225,PLNT_05,18-07-2024,Ocean Cargo,10.57,10973.57
SHP_04226,PLNT_04,09-12-2024,Ocean Cargo,23.75,2854.59
SHP_04227,PLNT_05,17-10-2026,Ocean Cargo,15.92,6194.61
SHP_04228,PLNT_03,16-02-2024,Heavy Truck,7.94,411.42
SHP_04229,PLNT_04,08-01-2025,Heavy Truck,11.15,623.54
SHP_04230,PLNT_05,20-01-2026,Heavy Truck,20.4,50.55
SHP_04231,PLNT_02,03-11-2024,Ocean Cargo,9.96,5123.01
